The South American Crustal Structure Database

3.33S	1.85	0	0.51	0	s	2.29	-4	0	SPO-PC	9	F
81.59W	2.26	0	0.19	0.51	sg	3.18	MCz	86.8	08C.1	O	RO
	2.29	0	0.19	0.7	sg						
	3.15	0	0.3	0.89	cg						
	3.21	0	0.3	1.19	cg						
	2.8	0	0.72	1.49	c						
	4.46	0	0.4	2.21	cg						
	4.6	0	0.57	2.61	cg						
	4.7	0	0	3.18	cg						
											
3.32S	1.77	0	0.24	0	sg	3.84	-2.3	0	SPO-PC	11	F
81.45W	1.83	0	0.24	0.24	sg	5.02	MCz	86.8	08C.1	O	RO
	2.42	0	0.35	0.48	sg						
	2.48	0	0.35	0.83	sg						
	2.97	0	0.67	1.18	cg						
	3.14	0	0.67	1.85	cg						
	3.55	0	0.83	2.52	cg						
	3.76	0	0.83	3.35	cg						
	3.04	0	0.42	4.18	cg						
	3.14	0	0.42	4.6	cg						
	4.16	0	0	5.02	cg						
											
2.72S	1.71	0	0.04	0	s	2.03	-4.2	0	SPO-PC	6	F
81.49W	2.03	0	0.25	0.04	sg	2.57	MCz	111.8	08C.1	O	RO
	2.07	0	0.25	0.29	sg						
	4.08	0	0.44	0.54	cg						
	4.2	0	1.59	0.98	cg						
	4.58	0	0	2.57	cg						
											
2.77S	1.57	0	0.31	0	sg	4.5	-2.2	0	SPO-PC	8	F
81.36W	1.61	0	0.31	0.31	sg	5.12	MCz	111.8	08C.1	O	RO
	3.44	0	1.6	0.62	cg						
	3.98	0	1.6	2.22	cg						
	4.29	0	0.32	3.82	cg						
	4.36	0	0.32	4.14	cg						
	4.6	0	0.66	4.46	cg						
	4.84	0	0	5.12	cg						
											
1.93N	2.5	0	0.65	0	sg	6	-3.1	0	NPO-PN	10	R
80.03W	3	0	0.85	0.65	sg	7.7	MCz	130.46	07G.3	O	RO
	3.5	0	0.2	1.5	sg						
	3.5	0	0.4	1.7	cg						
	4.5	0	0.7	2.1	cg						
	5.5	0	0.8	2.8	cg						
	6.5	0	1.5	3.6	cg						
	7	0	1.8	5.1	cg						
	7.3	0	0.8	6.9	cg						
	0	0	0	7.7	m						
											
1.81N	2.5	0	1.05	0	sg	7	-2.9	0	NPO-PN	12	R
79.89W	3	0	1.45	1.05	sg	9.9	MCz	130.46	07G.3	O	RO
	3.5	0	0.4	2.5	sg						
	3.5	0	0.3	2.9	cg						
	4	0	0.5	3.2	cg						
	4.5	0	0.5	3.7	cg						
	5	0	0.4	4.2	cg						
	5.5	0	0.5	4.6	cg						
	6	0	1	5.1	cg						
	6.5	0	2.2	6.1	cg						
	7.1	0	1.6	8.3	cg						
	0	0	0	9.9	m						
											
1.70N	2.5	0	0.9	0	sg	11.5	-1.3	0	NPO-PC	10	R
79.76W	3	0	1.3	0.9	sg	14.1	MCz	130.46	07G.3	O	RO
	3.5	0	0.4	2.2	sg						
	3.5	0	1.1	2.6	cg						
	4.5	0	2.6	3.7	cg						
	5	0	2.1	6.3	cg						
	5.5	0	1.6	8.4	cg						
	6.5	0	2.5	10	cg						
	7.3	0	1.6	12.5	cg						
	0	0	0	14.1	m						
											
1.49N	2.5	0	0.85	0	sg	17.9	-0.6	0	SAC-PB	15	R
79.51W	3	0	0.85	0.85	sg	19.6	MCz	130.46	07G.3	O	RO
	3	0	0.15	1.7	cg						
	3.5	0	0.65	1.85	cg						
	4.5	0	1	2.5	cg						
	4.9	0	0.8	3.5	cg						
	5	0	1.4	4.3	cg						
	5.5	0	1.5	5.7	cg						
	6	0	1.4	7.2	cg						
	6.2	0	2	8.6	cg						
	6	0	2.05	10.6	lg						
	5.8	0	2.2	12.65	lg						
	6	0	2.95	14.85	lg						
	6.9	0	1.8	17.8	cg						
	0	0	0	19.6	m						
											
1.40S	2.5	0	0.4	0	sg	14.3	-1.6	0	SPO-CR	9	R
82.01W	3.5	0	0.4	0.4	sg	15.1	MCz	90	07G.3	O	RO
	3.5	0	0.4	0.8	cg						
	4.5	0	0.8	1.2	cg						
	5	0	1.7	2	cg						
	6.5	0	2	3.7	cg						
	7	0	5	5.7	cg						
	7.4	0	4.4	10.7	cg						
	0	0	0	15.1	m						
											
1.40S	2.5	0	0.3	0	sg	14.2	-2.3	0	SPO-PC	10	R
81.60W	3	0	0.45	0.3	sg	15.1	MCz	90	07G.3	O	RO
	3.5	0	0.15	0.75	sg						
	3.5	0	0.45	0.9	cg						
	4.5	0	0.75	1.35	cg						
	5	0	0.85	2.1	cg						
	5.5	0	1.75	2.95	cg						
	6.5	0	5.8	4.7	cg						
	7.4	0	4.6	10.5	cg						
	0	0	0	15.1	m						
											
1.40S	2.5	0	0.5	0	sg	17	-0.1	0	SPO-PC	11	R
81.15W	3	0	0.7	0.5	sg	18.4	MCz	90	07G.3	O	RO
	3.5	0	0.2	1.2	sg						
	3.5	0	0.5	1.4	cg						
	4.5	0	0.9	1.9	cg						
	5	0	1.3	2.8	cg						
	5.5	0	2.4	4.1	cg						
	6	0	3.2	6.5	cg						
	6.5	0	5.2	9.7	cg						
	6.9	0	3.5	14.9	cg						
	0	0	0	18.4	m						
											
2.62S	2.5	0	0.35	0	sg	7.3	-3.3	0	SPO-PC	11	R
81.76W	3.5	0	0.35	0.35	sg	8	MCz	111.6	07G.3	O	RO
	3.5	0	0.35	0.7	cg						
	4.5	0	0.6	1.05	cg						
	5.5	0	0.7	1.65	cg						
	7.2	0	1.4	2.35	cg						
	6.4	0	1.8	3.75	lg						
	7	0	1.65	5.55	lg						
	7.8	0	0.8	7.2	cg						
	7.8	0	0.3	8	mg						
	8	0	0	8.3	mg						
											
2.69S	2.5	0	0.3	0	sg	7.1	-4.2	0	SPO-PC	12	R
81.59W	3.5	0	0.3	0.3	sg	7.7	MCz	111.6	07G.3	O	RO
	3.5	0	0.3	0.6	cg						
	4.5	0	0.6	0.9	cg						
	5	0	0.5	1.5	cg						
	5.5	0	0.5	2	cg						
	6	0	0.7	2.5	cg						
	6.3	0	0.8	3.2	cg						
	6.2	0	1.35	4	lg						
	6.5	0	1.6	5.35	cg						
	6.85	0	0.75	6.95	cg						
	0	0	0	7.7	m						
											
2.75S	2.5	0	0.3	0	sg	9.7	-3.1	0	SPO-PC	10	R
81.42W	3.5	0	0.3	0.3	sg	10.3	MCz	111.6	07G.3	O	RO
	3.5	0	1.05	0.6	cg						
	4	0	1.9	1.65	cg						
	5	0	1.35	3.55	cg						
	5.5	0	2	4.9	cg						
	6	0	1.8	6.9	cg						
	6.5	0	0.95	8.7	cg						
	7	0	0.65	9.65	cg						
	0	0	0	10.3	m						
											
2.82S	2.5	0	0.7	0	sg	11.8	-1.4	0	SPO-PC	13	R
81.25W	3	0	0.95	0.7	sg	13.7	MCz	111.6	07G.3	O	RO
	3.5	0	0.25	1.65	sg						
	3.5	0	0.3	1.9	cg						
	4	0	1.2	2.2	cg						
	4.5	0	2.6	3.4	cg						
	5	0	2.3	6	cg						
	5.5	0	0.9	8.3	cg						
	6	0	0.5	9.2	cg						
	6.5	0	1.4	9.7	cg						
	7	0	1.9	11.1	cg						
	7.7	0	0.7	13	cg						
	0	0	0	13.7	m						
											
2.90S	2.5	0	1.25	0	g	16.5	-0.6	0	SPO-PC	13	R
81.05W	3	0	1.7	1.25	g	16.5	MCz	111.6	07G.3	O	RO
	3.5	0	1.2	2.95	g						
	4	0	1.5	4.15	g						
	4.5	0	1.1	5.65	g						
	4.4	0	0.5	6.75	lg						
	4.5	0	1.35	7.25	g						
	5	0	1.95	8.6	g						
	5.5	0	2.3	10.55	g						
	6	0	2.5	12.85	g						
	6.5	0	1.05	15.35	g						
	6.8	0	0.1	16.4	g						
	0	0	0	16.5	m						
											
3.02S	2.5	0	1.3	0	g	18.7	-0.1	0	SAC-PB	10	U
80.75W	3	0	2.6	1.3	g	18.7	MCz	111.6	07G.3	O	RO
	3.5	0	2.4	3.9	g						
	3.5	0	1.9	6.3	g						
	4	0	1.3	8.2	g						
	4.5	0	1.9	9.5	g						
	5	0	4.3	11.4	g						
	5.5	0	3	15.7	g						
	6.3	0	0	18.7	g						
	0	0	0	18.7	m						
											
3.20S	5.95	3.52	0	0	c	0	0.1	0	SAC-AB	1	E
40.43W						0	MCz	999	04F.4	E	XC
											
16.67S	2	2.85	10	0	g	70	3.1	0	SAC-AL	7	E
68.04W	6	3.43	20	10	g	70	MCz	999	96D.3	O	RO
	6.5	3.71	20	30	g						
	6.8	3.88	20	50	g						
	8	4.57	50	70	mg						
	8.2	4.7	70	120	mg						
	8.4	4.79	70	190	mg						
											
16.78S	4.77	2.78	2.2	0	sg	51.5	4	0	SAC-AL	8	I
68.38W	5	2.93	8.7	2.2	sg	62.4	MCz	41.5	96D.3	O	RO
	5.5	3.27	13.8	10.9	cg						
	6	3.64	14.2	24.7	cg						
	6.5	3.86	12.7	38.9	cg						
	7	3.97	10.8	51.6	cg						
	7.5	4.23	9.6	62.4	mg						
	8	4.54	62.4	72	mg						
											
16.45S	4.95	2.9	3.15	0	sg	46.9	4	0	SAC-AL	8	I
68.07W	5	2.94	8.55	3.15	sg	58.6	MCz	41.5	96D.3	O	RO
	5.5	3.27	10.25	11.7	cg						
	6	3.55	9.6	21.95	cg						
	6.5	3.82	12.35	31.55	cg						
	7	3.98	14.7	43.9	cg						
	7.5	4.25	12.3	58.6	mg						
	8	4.63	12.3	70.9	mg						
											
16.19S	5.38	2.79	1.3	0	sg	21.4	1.7	0	SAC-AL	4	I
67.81W	5.5	2.86	5.4	1.3	cg	22.7	MCz	41.5	96D.3	O	RO
	6	3.16	8	6.7	cg						
	6.5	3.47	8	14.7	cg						
											
17.75S	5.05	0	3.3	0	g	60.7	4	0	SAC-AN	11	I
68.74W	5.6	0	9.6	3.3	g	60.7	MCz	41.4	96D.3	O	RO
	6.14	0	10.1	12.9	g						
	6.23	0	7.2	23	g						
	6.28	0	6.4	30.2	g						
	6.35	0	5.2	36.6	g						
	6.49	0	4.7	41.8	g						
	6.7	0	5.5	46.5	g						
	6.93	0	8.7	52	g						
	7.52	0	12.5	60.7	mg						
	8.37	0	12.5	73.2	mg						
											
17.41S	4.55	0	5.2	0	g	63.8	3.9	0	SAC-AN	9	I
68.43W	5.13	0	10.3	5.2	g	63.8	MCz	41.4	96D.3	O	RO
	5.71	0	7.8	15.5	g						
	5.96	0	5.4	23.3	g						
	6.22	0	5.5	28.7	g						
	6.49	0	14.4	34.2	g						
	7.02	0	15.2	48.6	g						
	7.5	0	9.9	63.8	mg						
	8.38	0	9.9	73.7	mg						
											
17.07S	5.05	0	1.25	0	g	68.1	3.9	0	SAC-AN	10	I
68.11W	5.18	0	5.95	1.25	g	68.1	MCz	41.4	96D.3	O	RO
	5.54	0	9.75	7.2	g						
	5.87	0	13.75	16.95	g						
	6.21	0	12.15	30.7	g						
	6.4	0	7.9	42.85	g						
	6.66	0	10.1	50.75	g						
	7.26	0	7.25	60.85	g						
	7.5	0	6.8	68.1	mg						
	8.24	0	6.8	74.9	mg						
											
16.73S	4.7	0	10	0	g	44.6	2.3	0	SAC-AL	6	I
67.80W	5.7	0	12.7	10	g	44.6	MCz	41.4	96D.3	O	RO
	5.95	0	5.15	22.7	g						
	6.19	0	5.15	27.85	g						
	6.46	0	5.8	33	g						
	6.73	0	5.8	38.8	g						
											
32.50S	6.2	3.54	40	0		40	1.5	0	SAC-AN	3	E
69.00W	8	4.55	70	40	m	40	MCz	999	07A.4	O	RO
	8.11	4.55	40	110	m						
											
32.00S	6.2	3.44	45	0		45	4	0	SAC-AN	2	E
70.25W	7.9	4.5	105	45	m	45	MCz	999	07A.4	O	RO
											
31.50S	6.2	3.44	45	0		45	0.6	0	SAC-AN	2	E
68.50W	8	4.6	105	45	m	45	MCz	999	07A.4	O	RO
											
31.30S	0	3.36	10	0		45	0.6	0	SAC-BR	5	E
68.30W	0	3.54	22	10		45	MCz	999	07A.4	O	RO
	0	4.17	13	32							
	0	4.55	65	45	m						
	0	4.55	40	110	m						
											
31.30S	5.88	0	10	0		45	0.6	0	SAC-BR	5	E
68.30W	6.2	0	22	10		45	MCz	999	93S.6	O	RO
	7.3	0	13	32							
	8.1	0	65	45	m						
	8.11	0	40	110	m						
											
27.70S	6.12	3.56	5.7	0		60.7	0.7	0	SAC-PB	10	E
70.50W	6.22	3.58	5	5.7		60.7	MCz	999	02C.1	O	RO
	6.39	3.73	10	10.7							
	6.55	3.77	10	20.7							
	6.57	3.82	10	30.7							
	7.17	4.08	10	40.7							
	7.58	4.35	10	50.7							
	7.88	4.44	10	60.7	m						
	8.26	4.65	10	70.7	m						
	8.31	4.69	20	80.7	m						
											
27.03S	6.4	0	6.4	0	g	43.1	1.2	0	SAC-PB	9	E
70.42W	6.25	0	9.9	6.4	lg	43.1	MCz	999	02C.1	O	RO
	6.4	0	4.6	16.3	g						
	6.6	0	2	20.9	g						
	6.8	0	3.2	22.9	g						
	7	0	4.3	26.1	g						
	7.2	0	6.7	30.4	g						
	7.4	0	6	37.1	g						
	7.6	0	0	43.1	g						
											
27.13S	6.27	0	11.7	0	g	56.8	1.8	0	SAC-PB	12	E
69.83W	6.6	0	17.4	11.7	g	56.8	MCz	999	02C.1	O	RO
	7.1	0	7.2	29.1	g						
	7	0	4.4	36.3	g						
	6.85	0	4.9	40.7	lg						
	7	0	4.3	45.6	g						
	7.4	0	3.9	49.9	g						
	7.6	0	3	53.8	g						
	7.65	0	4.3	56.8	mg						
	7.6	0	6.3	61.1	mg						
	7.4	0	6.1	67.4	mg						
	7.3	0	0	73.5	mg						
											
27.22S	5.75	0	1.7	0	g	54.3	4.3	0	SAC-PB	11	E
69.23W	6	0	6.4	1.7	g	54.3	MCz	999	02C.1	O	RO
	6.2	0	7.4	8.1	g						
	6.4	0	6.2	15.5	g						
	6.6	0	6.2	21.7	g						
	6.8	0	11	27.9	g						
	7	0	11.5	38.9	g						
	7.4	0	3.9	50.4	g						
	7.5	0	8.9	54.3	mg						
	7.83	0	15.3	63.2	mg						
	7.6	0	0	78.5	mg						
											
27.74S	6.18	0	3.2	0	g	40.6	0.3	0	SAC-PB	8	E
70.61W	6.12	0	7.6	3.2	lg	40.6	MCz	999	02C.1	O	RO
	6.2	0	6	10.8	g						
	6.4	0	4.1	16.8	g						
	7	0	4.1	20.9	g						
	7.2	0	6.8	25	g						
	7.4	0	8.8	31.8	g						
	7.6	0	0	40.6	g						
											
27.84S	5.8	0	1.6	0	g	49.9	2.2	0	SAC-PB	13	E
70.01W	6	0	3.5	1.6	g	49.9	MCz	999	02C.1	O	RO
	6.2	0	4.1	5.1	g						
	6.4	0	9.2	9.2	g						
	6.6	0	9.3	18.4	g						
	6.8	0	9.1	27.7	g						
	7	0	8.6	36.8	g						
	7.2	0	4.5	45.4	g						
	7.45	0	6.2	49.9	mg						
	7.6	0	7.8	56.1	mg						
	7.8	0	7.7	63.9	mg						
	7.7	0	4.4	71.6	mg						
	7.8	0	0	76	mg						
											
27.93S	5.57	0	2.6	0	g	53.4	3.5	0	SAC-AN	12	E
69.41W	6	0	4.2	2.6	g	53.4	MCz	999	02C.1	O	RO
	6.2	0	7.65	6.8	g						
	6.4	0	9.8	14.45	g						
	6.6	0	5.25	24.25	g						
	6.8	0	3.6	29.5	g						
	7	0	5	33.1	g						
	7.2	0	7.4	38.1	g						
	7.4	0	7.9	45.5	g						
	7.6	0	11.9	53.4	mg						
	7.65	0	13.5	65.3	mg						
	7.6	0	0	78.8	mg						
											
22.33S	5.8	3.26	5	0		50	1.4	0	SAC-PB	6	E
70.16W	6.1	3.43	5	5		50	MCz	999	09D.1	O	RO
	6.6	3.71	10	10							
	7.1	3.99	20	20							
	7.5	4.21	10	40							
	8	0	0	50							
											
23.37S	5.65	0	8	0		36.3	0.6	0	SAC-BH	3	U
46.92W	6.3	0	28.3	8		36.3	lPt	64.1	04F.5	S	HD
	8.05	0	0	36.3	m						
											
23.37S	5.63	0	4	0	g	38.3	0.6	0	SAC-BH	7	U
46.92W	5.89	0	4	4	g	38.3	lPt	64.1	04F.5	S	HD
	6.29	0	8.5	8	g						
	6.5	0	8.5	16.5	g						
	6.59	0	6.65	25	g						
	6.65	0	6.65	31.65	g						
	8.04	0	0	38.3	m						
											
23.59S	5.68	3.38	6	0		33.3	0.7	0	SAC-BH	4	U
46.48W	6.56	3.65	14.1	6		33.3	lPt	246.7	04F.5	S	HD
	6.58	3.65	13.2	20.1							
	8.08	0	0	33.3	m						
											
23.67S	6.4	3.72	35.3	0		35.3	0.8	0	SAC-BH	2	C
46.01W	0	0	0	35.3	m	35.3	lPt	900	04F.5	S	HD
											
23.25S	6.4	3.7	34.5	0		34.5	0.7	0	SAC-BH	2	C
46.12W	0	0	0	34.5	m	34.5	lPt	999	04F.5	S	HD
											
24.04S	6.4	3.64	38.7	0		38.7	0.6	0	SAC-BH	2	C
47.63W	0	0	0	38.7	m	38.7	lPt	57	04F.5	S	HD
											
24.67S	6.4	3.64	37	0		37	0.2	0	SAC-BH	2	C
48.81W	0	0	0	37	m	37	lPt	900	04F.5	S	HD
											
22.15S	6.4	3.68	36.2	0		36.2	0.2	0	SAC-BH	2	C
43.20W	0	0	0	36.2	m	36.2	lPt	900	04F.5	S	HD
											
21.22S	6.5	3.92	43.2	0		43.2	1	0	SAC-BH	2	C
43.80W	0	0	0	43.2	m	43.2	lPt	900	04F.5	S	HD
											
22.54S	6.5	3.57	38.4	0		38.4	1.8	0	SAC-BH	2	C
45.59W	0	0	0	38.4	m	38.4	lPt	900	04F.5	S	HD
											
21.73S	6.5	3.78	41.3	0		41.3	0.8	0	SAC-BH	2	C
43.33W	0	0	0	41.3	m	41.3	lPt	900	04F.5	S	HD
											
23.59S	6.5	3.57	37.4	0		37.4	0.8	0	SAC-BH	2	C
47.43W	0	0	0	37.4	m	37.4	lPt	900	04F.5	S	HD
											
23.00S	6.5	3.57	37.8	0		37.8	0.8	0	SAC-BH	2	C
46.97W	0	0	0	37.8	m	37.8	lPt	900	04F.5	S	HD
											
23.67S	5.83	0	8.5	0		34	0.7	0	SAC-BH	5	C
45.95W	6.23	0	8.7	8.5		34	lPt	160	04F.5	S	HD
	6.5	0	8.5	17.2							
	6.61	0	8.3	25.7							
	7.93	0	0	34	m						
											
23.69S	6.14	0	8.7	0		34.1	0.6	0	SAC-BH	5	C
45.99W	6.23	0	8.5	8.7		34.1	lPt	165	04F.5	S	HD
	6.44	0	8.5	17.2							
	6.54	0	8.4	25.7							
	7.93	0	0	34.1	m						
											
23.57S	6	0	8.7	0		34.1	0.7	0	SAC-BH	5	C
46.47W	6.1	0	8.5	8.7		34.1	lPt	235	04F.5	S	HD
	6.64	0	8.5	17.2							
	6.7	0	8.4	25.7							
	7.94	0	0	34.1	m						
											
24.99S	6.34	0	9.2	0		36.7	0.9	0	SAC-BH	5	C
49.16W	6.48	0	9.2	9.2		36.7	lPt	235	04F.5	S	HD
	6.46	0	9.1	18.4	l						
	6.71	0	9.2	27.5							
	7.95	0	0	36.7	m						
											
24.45S	6.35	0	9.8	0		39	0	0	SAC-BH	5	C
47.42W	6.13	0	9.7	9.8	l	39	lPt	155	04F.5	S	HD
	6.21	0	9.7	19.5	l						
	6.77	0	9.8	29.2							
	7.96	0	0	39	m						
											
24.12S	5.53	0	8.95	0		35.2	0	0	SAC-CS	5	C
45.97W	6.83	0	8.65	8.95		35.2	lPt	175	04F.5	E	XC
	6.97	0	8.7	17.6							
	7.1	0	8.9	26.3							
	7.97	0	0	35.2	m						
											
22.60S	5.46	0	8.9	0		35.7	0	0	SAC-BH	5	C
43.20W	6.36	0	9	8.9		35.7	lPt	180	04F.5	S	HD
	6.95	0	8.8	17.9							
	7.05	0	9	26.7							
	7.95	0	0	35.7	m						
											
23.41S	6.35	0	9.1	0		37.1	0.9	0	SAC-BH	5	C
46.76W	6.17	0	9.4	9.1	l	37.1	lPt	155	04F.5	S	HD
	6.6	0	9.15	18.5							
	7.26	0	9.45	27.65							
	8.01	0	0	37.1	m						
											
24.04S	6.3	0	9.2	0		37	0.5	0	SAC-BH	5	C
47.39W	6.09	0	9.3	9.2	l	37	lPt	175	04F.5	S	HD
	6.15	0	9.2	18.5	l						
	6.92	0	9.3	27.7							
	7.98	0	0	37	m						
											
22.99S	6.42	0	9.45	0		37.9	0.6	0	SAC-BH	5	C
45.59W	5.64	0	9.45	9.45	l	37.9	lPt	180	04F.5	S	HD
	6.14	0	9.6	18.9	l						
	7.29	0	9.4	28.5							
	8.01	0	0	37.9	m						
											
22.18S	6.64	0	10.35	0		41.4	0.6	0	SAC-BH	5	C
43.29W	6.32	0	10.35	10.35	l	41.4	lPt	175	04F.5	S	HD
	6.41	0	10.35	20.7	l						
	7.05	0	10.35	31.05							
	7.99	0	0	41.4	m						
											
21.54S	6.26	0	10.6	0		42.4	0.9	0	SAC-BH	5	C
43.46W	6.13	0	10.5	10.6	l	42.4	lPt	135	04F.5	S	HD
	6.34	0	10.8	21.1							
	6.7	0	10.5	31.9							
	7.95	0	0	42.4	m						
											
34.16S	3	0	0.15	0	sg	6.15	-4.1	0	SPO-CH	8	U
74.34W	4	0	0.35	0.15	cg	6.3	MCz	112.2	11M.1		
	5	0	0.4	0.5	cg						
	5.5	0	0.55	0.9	cg						
	6.33	0	2.6	1.45	cg						
	7.1	0	2.25	4.05	cg						
	7.9	0	1	6.3	mg						
	8	0	0	7.3	mg						
											
34.22S	2.7	0	0.25	0	sg	6.15	-4.1	0	SPO-CH	7	R
74.14W	4	0	0.35	0.25	cg	6.4	MCz	112.2	11M.1		
	5	0	0.2	0.6	cg						
	5.5	0	0.6	0.8	cg						
	6.5	0	2.75	1.4	cg						
	7.05	0	2.25	4.15	cg						
	7.8	0	0	6.4	m						
											
34.29S	1.7	0	0.2	0	sg	6.1	-4.3	0	SPO-CH	8	R
73.94W	3	0	0.3	0.2	cg	6.3	MCz	112.2	11M.1		
	4	0	0.35	0.5	cg						
	5	0	0.45	0.85	cg						
	5.5	0	0.45	1.3	cg						
	5.9	0	2.35	1.75	cg						
	6.95	0	2.2	4.1	cg						
	7.8	0	0	6.3	m						
											
34.36S	1.95	0	0.2	0	sg	5.85	-4.5	0	SPO-PC	8	R
73.74W	3	0	0.45	0.2	cg	6.05	MCz	112.2	11M.1		
	4	0	0.5	0.65	cg						
	5	0	0.4	1.15	cg						
	5.5	0	0.25	1.55	cg						
	5.85	0	2.2	1.8	cg						
	6.85	0	2.05	4	cg						
	7.8	0	0	6.05	m						
											
34.42S	1.85	0	0.3	0	sg	5.7	-5.1	0	SPO-PC	8	R
73.54W	3.35	0	0.4	0.3	sg	6.4	MCz	112.2	11M.1		
	4	0	0.5	0.7	cg						
	5	0	0.5	1.2	cg						
	5.5	0	0.3	1.7	cg						
	6.1	0	2.3	2	cg						
	7.05	0	2.1	4.3	cg						
	7.8	0	0	6.4	m						
											
34.49S	2.1	0	0.9	0	s	6.3	-4.9	0	SPO-PC	8	R
73.34W	3.5	0	0.4	0.9	cg	7.2	MCz	112.2	11M.1	O	RO
	4.5	0	0.9	1.3	cg						
	5.5	0	0.7	2.2	cg						
	6	0	0.4	2.9	cg						
	6.5	0	2.05	3.3	cg						
	6.85	0	1.85	5.35	cg						
	7.8	0	0	7.2	m						
											
34.56S	2	0	1	0	sg	6.2	-3.5	0	SPO-PC	7	R
73.14W	3	0	2.9	1	sg	12	MCz	112.2	11M.1	O	RO
	3.85	0	1.9	3.9	sg						
	4.7	0	0.75	5.8	cg						
	6.45	0	3.1	6.55	cg						
	6.9	0	2.35	9.65	cg						
	7.85	0	0	12	m						
											
34.62S	2	0	0.5	0	sg	13.8	-2.6	0	SPO-PC	10	R
72.95W	2.5	0	1.05	0.5	sg	16	MCz	112.2	11M.1	O	RO
	3.7	0	0.65	1.55	sg						
	4	0	0.7	2.2	cg						
	4.5	0	3.9	2.9	cg						
	5.5	0	3.85	6.8	cg						
	6	0	0.8	10.65	cg						
	6.45	0	2.4	11.45	cg						
	6.8	0	2.15	13.85	cg						
	8	0	0	16	m						
											
34.76S	2	0	0.6	0	sg	20.9	-0.7	0	SPO-PC	13	R
72.55W	2.5	0	1.15	0.6	sg	23.4	MCz	112.2	11M.1	O	RO
	3.5	0	0.75	1.75	sg						
	4	0	0.65	2.5	cg						
	5	0	0.95	3.15	cg						
	5.5	0	3.7	4.1	cg						
	6	0	6.35	7.8	cg						
	6.1	0	3.15	14.15	cg						
	6.3	0	0.4	17.3	cg						
	6.15	0	0.8	17.7	lg						
	6.4	0	2.7	18.5	cg						
	6.85	0	2.2	21.2	cg						
	8.2	0	0	23.4	m						
											
34.89S	5.2	0	1.9	0	cg	30.1	0.1	0	SAC-PB	10	R
72.15W	5.5	0	4.6	1.9	cg	30.1	MCz	112.2	11M.1	O	RO
	6	0	8	6.5	cg						
	6.2	0	5.3	14.5	cg						
	6.7	0	2.15	19.8	cg						
	6.8	0	2.15	21.95	cg						
	5.5	0	0.8	24.1	lg						
	6.25	0	3	24.9	lg						
	6.85	0	2.2	27.9	cg						
	8.2	0	0	30.1	m						
											
36.19S	2.5	0	2.3	0	s	24.1	-0.1	0	SAC-PB	10	U
73.38W	3.9	0	1.2	2.3	c	26.4	MCz	99.6	06K.2	O	RO
	5.5	0	2.3	3.5	cg						
	5.7	0	2.3	5.8	cg						
	6.2	0	3.3	8.1	cg						
	6.45	0	3.3	11.4	cg						
	6.65	0	6.3	14.7	c						
	6.75	0	2.7	21	cg						
	7.1	0	2.7	23.7	cg						
	8	0	0	26.4	m						
											
36.40S	4	0	0.9	0	s	34.3	0.2	0	SAC-PB	9	R
72.31W	5	0	0.5	0.9	c	35.2	MCz	107	06K.2	O	RO
	6.4	0	4.7	1.4	cg						
	6.5	0	4.7	6.1	cg						
	6.55	0	6.7	10.8	cg						
	6.8	0	6.7	17.5	cg						
	6.95	0	5.5	24.2	cg						
	7.1	0	5.5	29.7	cg						
	7.7	0	0	35.2	m						
											
36.52S	3.5	0	1.25	0	sg	37.6	0.2	0	SAC-PB	10	R
71.80W	3.8	0	1.25	1.25	sg	40.1	MCz	107	06K.2	O	RO
	5.2	0	1	2.5	c						
	6.2	0	3.25	3.5	cg						
	6.3	0	3.25	6.75	cg						
	6.5	0	6.5	10	cg						
	6.85	0	6.5	16.5	cg						
	6.9	0	8.55	23	cg						
	7.1	0	8.55	31.55	cg						
	8	0	0	40.1	m						
											
37.17S	2.5	0	1.6	0	s	17.7	-1.3	0	SPO-PC	11	U
73.98W	4.3	0	1.55	1.6	cg	19.3	MCz	97.7	06K.2	O	RO
	4.4	0	1.55	3.15	cg						
	4.7	0	2.4	4.7	cg						
	5	0	2.4	7.1	cg						
	6.05	0	0.8	9.5	c						
	6.4	0	1.8	10.3	cg						
	6.55	0	1.8	12.1	cg						
	6.65	0	2.7	13.9	cg						
	7.15	0	2.7	16.6	cg						
	8	0	0	19.3	m						
											
37.25S	5.2	0	0.75	0	c	35.5	0.5	0	SAC-PB	11	R
73.13W	6.1	0	4.6	0.75	cg	35.5	MCz	95.8	06K.2	O	RO
	6.3	0	4.6	5.35	cg						
	6.35	0	5.6	9.95	cg						
	6.5	0	5.6	15.55	cg						
	6.6	0	3.1	21.15	cg						
	7.1	0	3.1	24.25	cg						
	7.2	0	2.55	27.35	c						
	6.95	0	2.8	29.9	lg						
	7.35	0	2.8	32.7	cg						
	8	0	0	35.5	m						
											
37.33S	5.1	0	0.6	0	c	28.6	0.2	0	SAC-PB	8	R
72.09W	6.1	0	4.6	0.6	cg	28.6	MCz	95.8	06K.2	O	RO
	6.3	0	4.6	5.2	cg						
	6.5	0	5.1	9.8	cg						
	6.65	0	5.1	14.9	cg						
	6.95	0	4.3	20	cg						
	7.05	0	4.3	24.3	cg						
	7.2	0	0	28.6	m						
											
37.34S	5.1	0	1.1	0	c	29.9	0.9	0	SAC-AN	8	R
